pfn,tot_access_count,tlb_hit,tlb_tot_miss,tlb_miss_pt_hit,tlb_miss_pt_miss,tlb_miss_pt_miss_outstand,tlb_miss_pt_miss_pending
527923,2176,0,0,0,0,0,0
527924,2176,0,0,0,0,0,0
527925,2176,0,0,0,0,0,0
527926,2176,0,0,0,0,0,0
527927,2176,0,0,0,0,0,0
527928,2176,0,0,0,0,0,0
527929,2176,0,0,0,0,0,0
527930,2176,0,0,0,0,0,0
527931,2176,0,0,0,0,0,0
527932,2176,0,0,0,0,0,0
527933,2176,0,0,0,0,0,0
527934,2176,0,0,0,0,0,0
527935,2176,0,0,0,0,0,0
527936,2176,0,0,0,0,0,0
527937,2176,0,0,0,0,0,0
527938,2176,0,0,0,0,0,0
527939,2176,0,0,0,0,0,0
527940,2176,0,0,0,0,0,0
527941,2176,0,0,0,0,0,0
527942,2176,0,0,0,0,0,0
527943,2176,0,0,0,0,0,0
527944,2176,0,0,0,0,0,0
527945,2176,0,0,0,0,0,0
527946,2176,0,0,0,0,0,0
527947,2176,0,0,0,0,0,0
527948,2176,0,0,0,0,0,0
527949,2176,0,0,0,0,0,0
527950,2176,0,0,0,0,0,0
527951,2176,0,0,0,0,0,0
527952,2176,0,0,0,0,0,0
527953,2176,0,0,0,0,0,0
527954,2176,0,0,0,0,0,0
527955,2176,0,0,0,0,0,0
527956,2176,0,0,0,0,0,0
527957,2176,0,0,0,0,0,0
527958,2176,0,0,0,0,0,0
527959,2176,0,0,0,0,0,0
527960,2176,0,0,0,0,0,0
527961,2176,0,0,0,0,0,0
527962,2176,0,0,0,0,0,0
527963,2176,0,0,0,0,0,0
527964,2176,0,0,0,0,0,0
527965,2176,0,0,0,0,0,0
527966,2176,0,0,0,0,0,0
527967,2176,0,0,0,0,0,0
527968,2176,0,0,0,0,0,0
527969,2176,0,0,0,0,0,0
527970,2176,0,0,0,0,0,0
527971,2176,0,0,0,0,0,0
527972,2176,0,0,0,0,0,0
527973,2176,0,0,0,0,0,0
527974,2176,0,0,0,0,0,0
527975,2176,0,0,0,0,0,0
527976,2176,0,0,0,0,0,0
527977,2176,0,0,0,0,0,0
527978,2176,0,0,0,0,0,0
527979,2176,0,0,0,0,0,0
527980,2176,0,0,0,0,0,0
527981,2176,0,0,0,0,0,0
527982,2176,0,0,0,0,0,0
527983,2176,0,0,0,0,0,0
527984,2176,0,0,0,0,0,0
527985,2176,0,0,0,0,0,0
527986,2176,0,0,0,0,0,0
527987,2176,0,0,0,0,0,0
527988,2176,0,0,0,0,0,0
527989,2176,0,0,0,0,0,0
527990,2176,0,0,0,0,0,0
527991,2176,0,0,0,0,0,0
527992,2176,0,0,0,0,0,0
527993,2176,0,0,0,0,0,0
527994,2176,0,0,0,0,0,0
527995,2176,0,0,0,0,0,0
527996,2176,0,0,0,0,0,0
527997,2176,0,0,0,0,0,0
527998,2176,0,0,0,0,0,0
527999,2176,0,0,0,0,0,0
528000,2176,0,0,0,0,0,0
528001,2176,0,0,0,0,0,0
528002,2176,0,0,0,0,0,0
528003,2176,0,0,0,0,0,0
528004,2176,0,0,0,0,0,0
528005,2176,0,0,0,0,0,0
528006,2176,0,0,0,0,0,0
528007,2176,0,0,0,0,0,0
528008,2176,0,0,0,0,0,0
528009,2176,0,0,0,0,0,0
528010,2176,0,0,0,0,0,0
528011,2176,0,0,0,0,0,0
528012,2176,0,0,0,0,0,0
528013,2176,0,0,0,0,0,0
528014,2176,0,0,0,0,0,0
528015,2176,0,0,0,0,0,0
528016,2176,0,0,0,0,0,0
528017,2176,0,0,0,0,0,0
528018,2176,0,0,0,0,0,0
528019,2176,0,0,0,0,0,0
528020,2176,0,0,0,0,0,0
528021,2176,0,0,0,0,0,0
528022,2176,0,0,0,0,0,0
528023,2176,0,0,0,0,0,0
528024,2176,0,0,0,0,0,0
528025,2176,0,0,0,0,0,0
528026,2176,0,0,0,0,0,0
528027,2176,0,0,0,0,0,0
528028,2176,0,0,0,0,0,0
528029,2176,0,0,0,0,0,0
528030,2176,0,0,0,0,0,0
528031,2176,0,0,0,0,0,0
528032,2176,0,0,0,0,0,0
528033,2176,0,0,0,0,0,0
528034,2176,0,0,0,0,0,0
528035,2176,0,0,0,0,0,0
528036,2176,0,0,0,0,0,0
528037,2176,0,0,0,0,0,0
528038,2176,0,0,0,0,0,0
528039,2176,0,0,0,0,0,0
528040,2176,0,0,0,0,0,0
528041,2176,0,0,0,0,0,0
528042,2176,0,0,0,0,0,0
528043,2176,0,0,0,0,0,0
528044,2176,0,0,0,0,0,0
528045,2176,0,0,0,0,0,0
528046,2176,0,0,0,0,0,0
528047,2176,0,0,0,0,0,0
528048,2176,0,0,0,0,0,0
528049,2176,0,0,0,0,0,0
528050,2176,0,0,0,0,0,0
528051,2176,0,0,0,0,0,0
528052,2176,0,0,0,0,0,0
528053,2176,0,0,0,0,0,0
528054,2176,0,0,0,0,0,0
528055,2176,0,0,0,0,0,0
528056,2176,0,0,0,0,0,0
528057,2176,0,0,0,0,0,0
528058,2176,0,0,0,0,0,0
528059,2176,0,0,0,0,0,0
528060,2176,0,0,0,0,0,0
528061,2176,0,0,0,0,0,0
528062,2176,0,0,0,0,0,0
528063,2176,0,0,0,0,0,0
528064,2176,0,0,0,0,0,0
528065,2176,0,0,0,0,0,0
528066,2176,0,0,0,0,0,0
528067,2176,0,0,0,0,0,0
528068,2176,0,0,0,0,0,0
528069,2176,0,0,0,0,0,0
528070,2176,0,0,0,0,0,0
528071,2176,0,0,0,0,0,0
528072,2176,0,0,0,0,0,0
528073,2176,0,0,0,0,0,0
528074,2176,0,0,0,0,0,0
528075,2176,0,0,0,0,0,0
528076,2176,0,0,0,0,0,0
528077,2176,0,0,0,0,0,0
528078,2176,0,0,0,0,0,0
528079,2176,0,0,0,0,0,0
528080,2176,0,0,0,0,0,0
528081,2176,0,0,0,0,0,0
528082,2176,0,0,0,0,0,0
528083,2176,0,0,0,0,0,0
528084,2176,0,0,0,0,0,0
528085,2176,0,0,0,0,0,0
528086,2176,0,0,0,0,0,0
528087,2176,0,0,0,0,0,0
528088,2176,0,0,0,0,0,0
528089,2176,0,0,0,0,0,0
528090,2176,0,0,0,0,0,0
528091,2176,0,0,0,0,0,0
528092,2176,0,0,0,0,0,0
528093,2176,0,0,0,0,0,0
528094,2176,0,0,0,0,0,0
528095,2176,0,0,0,0,0,0
528096,2176,0,0,0,0,0,0
528097,2176,0,0,0,0,0,0
528098,2176,0,0,0,0,0,0
528099,2176,0,0,0,0,0,0
528100,2176,0,0,0,0,0,0
528101,2176,0,0,0,0,0,0
528102,2176,0,0,0,0,0,0
528103,2176,0,0,0,0,0,0
528104,2176,0,0,0,0,0,0
528105,2176,0,0,0,0,0,0
528106,2176,0,0,0,0,0,0
528107,2176,0,0,0,0,0,0
528108,2176,0,0,0,0,0,0
528109,2176,0,0,0,0,0,0
528110,2176,0,0,0,0,0,0
528111,2176,0,0,0,0,0,0
528112,2176,0,0,0,0,0,0
528113,2176,0,0,0,0,0,0
528114,2176,0,0,0,0,0,0
528115,2176,0,0,0,0,0,0
528116,2176,0,0,0,0,0,0
528117,2176,0,0,0,0,0,0
528118,2176,0,0,0,0,0,0
528119,2176,0,0,0,0,0,0
528120,2176,0,0,0,0,0,0
528121,2176,0,0,0,0,0,0
528122,2176,0,0,0,0,0,0
528123,2176,0,0,0,0,0,0
528124,2176,0,0,0,0,0,0
528125,2176,0,0,0,0,0,0
528126,2176,0,0,0,0,0,0
528127,2176,0,0,0,0,0,0
528128,2176,0,0,0,0,0,0
528129,2176,0,0,0,0,0,0
528130,2176,0,0,0,0,0,0
528131,2176,0,0,0,0,0,0
528132,2176,0,0,0,0,0,0
528133,2176,0,0,0,0,0,0
528134,2176,0,0,0,0,0,0
528135,2176,0,0,0,0,0,0
528136,2176,0,0,0,0,0,0
528137,2176,0,0,0,0,0,0
528138,2176,0,0,0,0,0,0
528139,2176,0,0,0,0,0,0
528140,2176,0,0,0,0,0,0
528141,2176,0,0,0,0,0,0
528142,2176,0,0,0,0,0,0
528143,2176,0,0,0,0,0,0
528144,2176,0,0,0,0,0,0
528145,2176,0,0,0,0,0,0
528146,2176,0,0,0,0,0,0
528147,2176,0,0,0,0,0,0
528148,2176,0,0,0,0,0,0
528149,2176,0,0,0,0,0,0
528150,2176,0,0,0,0,0,0
528151,2176,0,0,0,0,0,0
528152,2176,0,0,0,0,0,0
528153,2176,0,0,0,0,0,0
528154,2176,0,0,0,0,0,0
528155,2176,0,0,0,0,0,0
528156,2176,0,0,0,0,0,0
528157,2176,0,0,0,0,0,0
528158,2176,0,0,0,0,0,0
528159,2176,0,0,0,0,0,0
528160,2176,0,0,0,0,0,0
528161,2176,0,0,0,0,0,0
528162,2176,0,0,0,0,0,0
528163,2176,0,0,0,0,0,0
528164,2176,0,0,0,0,0,0
528165,2176,0,0,0,0,0,0
528166,2176,0,0,0,0,0,0
528167,2176,0,0,0,0,0,0
528168,2176,0,0,0,0,0,0
528169,2176,0,0,0,0,0,0
528170,2176,0,0,0,0,0,0
528171,2176,0,0,0,0,0,0
528172,2176,0,0,0,0,0,0
528173,2176,0,0,0,0,0,0
528174,2176,0,0,0,0,0,0
528175,2176,0,0,0,0,0,0
528176,2176,0,0,0,0,0,0
528177,2176,0,0,0,0,0,0
528178,2176,0,0,0,0,0,0
528179,2176,0,0,0,0,0,0
528180,2176,0,0,0,0,0,0
528181,2176,0,0,0,0,0,0
528182,2176,0,0,0,0,0,0
528183,2176,0,0,0,0,0,0
528184,2176,0,0,0,0,0,0
528185,2176,0,0,0,0,0,0
528186,2176,0,0,0,0,0,0
528187,2176,0,0,0,0,0,0
528188,2176,0,0,0,0,0,0
528189,2176,0,0,0,0,0,0
528190,2176,0,0,0,0,0,0
528191,2176,0,0,0,0,0,0
528192,2176,0,0,0,0,0,0
528193,2176,0,0,0,0,0,0
528194,2176,0,0,0,0,0,0
528195,2176,0,0,0,0,0,0
528196,2176,0,0,0,0,0,0
528197,2176,0,0,0,0,0,0
528198,2176,0,0,0,0,0,0
528199,2176,0,0,0,0,0,0
528200,2176,0,0,0,0,0,0
528201,2176,0,0,0,0,0,0
528202,2176,0,0,0,0,0,0
528203,2176,0,0,0,0,0,0
528204,2176,0,0,0,0,0,0
528205,2176,0,0,0,0,0,0
528206,2176,0,0,0,0,0,0
528207,2176,0,0,0,0,0,0
528208,2176,0,0,0,0,0,0
528209,2176,0,0,0,0,0,0
528210,2176,0,0,0,0,0,0
528211,2176,0,0,0,0,0,0
528212,2176,0,0,0,0,0,0
528213,2176,0,0,0,0,0,0
528214,2176,0,0,0,0,0,0
528215,2176,0,0,0,0,0,0
528216,2176,0,0,0,0,0,0
528217,2176,0,0,0,0,0,0
528218,2176,0,0,0,0,0,0
528219,2176,0,0,0,0,0,0
528220,2176,0,0,0,0,0,0
528221,2176,0,0,0,0,0,0
528222,2176,0,0,0,0,0,0
528223,2176,0,0,0,0,0,0
528224,2176,0,0,0,0,0,0
528225,2176,0,0,0,0,0,0
528226,2176,0,0,0,0,0,0
528227,2176,0,0,0,0,0,0
528228,2176,0,0,0,0,0,0
528229,2176,0,0,0,0,0,0
528230,2176,0,0,0,0,0,0
528231,2176,0,0,0,0,0,0
528232,2176,0,0,0,0,0,0
528233,2176,0,0,0,0,0,0
528234,2176,0,0,0,0,0,0
528235,2176,0,0,0,0,0,0
528236,2176,0,0,0,0,0,0
528237,2176,0,0,0,0,0,0
528238,2176,0,0,0,0,0,0
528239,2176,0,0,0,0,0,0
528240,2176,0,0,0,0,0,0
528241,2176,0,0,0,0,0,0
528242,2176,0,0,0,0,0,0
528243,2176,0,0,0,0,0,0
528244,2176,0,0,0,0,0,0
528245,2176,0,0,0,0,0,0
528246,2176,0,0,0,0,0,0
528247,2176,0,0,0,0,0,0
528248,2176,0,0,0,0,0,0
528249,2176,0,0,0,0,0,0
528250,2176,0,0,0,0,0,0
528251,2176,0,0,0,0,0,0
528252,2176,0,0,0,0,0,0
528253,2176,0,0,0,0,0,0
528254,2176,0,0,0,0,0,0
528255,2176,0,0,0,0,0,0
528256,2176,0,0,0,0,0,0
528257,2176,0,0,0,0,0,0
528258,2176,0,0,0,0,0,0
528259,2176,0,0,0,0,0,0
528260,2176,0,0,0,0,0,0
528261,2176,0,0,0,0,0,0
528262,2176,0,0,0,0,0,0
528263,2176,0,0,0,0,0,0
528264,2176,0,0,0,0,0,0
528265,2176,0,0,0,0,0,0
528266,2176,0,0,0,0,0,0
528267,2176,0,0,0,0,0,0
528268,2176,0,0,0,0,0,0
528269,2176,0,0,0,0,0,0
528270,2176,0,0,0,0,0,0
528271,2176,0,0,0,0,0,0
528272,2176,0,0,0,0,0,0
528273,2176,0,0,0,0,0,0
528274,2176,0,0,0,0,0,0
528275,2176,0,0,0,0,0,0
528276,2176,0,0,0,0,0,0
528277,2176,0,0,0,0,0,0
528278,2176,0,0,0,0,0,0
528279,2176,0,0,0,0,0,0
528280,2176,0,0,0,0,0,0
528281,2176,0,0,0,0,0,0
528282,2176,0,0,0,0,0,0
528283,2176,0,0,0,0,0,0
528284,2176,0,0,0,0,0,0
528285,2176,0,0,0,0,0,0
528286,2176,0,0,0,0,0,0
528287,2176,0,0,0,0,0,0
528288,2176,0,0,0,0,0,0
528289,2176,0,0,0,0,0,0
528290,2176,0,0,0,0,0,0
528291,2176,0,0,0,0,0,0
528292,2176,0,0,0,0,0,0
528293,2176,0,0,0,0,0,0
528294,2176,0,0,0,0,0,0
528295,2176,0,0,0,0,0,0
528296,2176,0,0,0,0,0,0
528297,2176,0,0,0,0,0,0
528298,2176,0,0,0,0,0,0
528299,2176,0,0,0,0,0,0
528300,2176,0,0,0,0,0,0
528301,2176,0,0,0,0,0,0
528302,2176,0,0,0,0,0,0
528303,2176,0,0,0,0,0,0
528304,2176,0,0,0,0,0,0
528305,2176,0,0,0,0,0,0
528306,2176,0,0,0,0,0,0
528307,2176,0,0,0,0,0,0
528308,2176,0,0,0,0,0,0
528309,2176,0,0,0,0,0,0
528310,2176,0,0,0,0,0,0
528311,2176,0,0,0,0,0,0
528312,2176,0,0,0,0,0,0
528313,2176,0,0,0,0,0,0
528314,2176,0,0,0,0,0,0
528315,2176,0,0,0,0,0,0
528316,2176,0,0,0,0,0,0
528317,2176,0,0,0,0,0,0
528318,2176,0,0,0,0,0,0
528319,2176,0,0,0,0,0,0
528320,2176,0,0,0,0,0,0
528321,2176,0,0,0,0,0,0
528322,2176,0,0,0,0,0,0
528323,2176,0,0,0,0,0,0
528324,2176,0,0,0,0,0,0
528325,2176,0,0,0,0,0,0
528326,2176,0,0,0,0,0,0
528327,2176,0,0,0,0,0,0
528328,2176,0,0,0,0,0,0
528329,2176,0,0,0,0,0,0
528330,2176,0,0,0,0,0,0
528331,2176,0,0,0,0,0,0
528332,2176,0,0,0,0,0,0
528333,2176,0,0,0,0,0,0
528334,2176,0,0,0,0,0,0
528335,2176,0,0,0,0,0,0
528336,2176,0,0,0,0,0,0
528337,2176,0,0,0,0,0,0
528338,2176,0,0,0,0,0,0
528339,2176,0,0,0,0,0,0
528340,2176,0,0,0,0,0,0
528341,2176,0,0,0,0,0,0
528342,2176,0,0,0,0,0,0
528343,2176,0,0,0,0,0,0
528344,2176,0,0,0,0,0,0
528345,2176,0,0,0,0,0,0
528346,2176,0,0,0,0,0,0
528347,2176,0,0,0,0,0,0
528348,2176,0,0,0,0,0,0
528349,2176,0,0,0,0,0,0
528350,2176,0,0,0,0,0,0
528351,2176,0,0,0,0,0,0
528352,2176,0,0,0,0,0,0
528353,2176,0,0,0,0,0,0
528354,2176,0,0,0,0,0,0
528355,2176,0,0,0,0,0,0
528356,2176,0,0,0,0,0,0
528357,2176,0,0,0,0,0,0
528358,2176,0,0,0,0,0,0
528359,2176,0,0,0,0,0,0
528360,2176,0,0,0,0,0,0
528361,2176,0,0,0,0,0,0
528362,2176,0,0,0,0,0,0
528363,2176,0,0,0,0,0,0
528364,2176,0,0,0,0,0,0
528365,2176,0,0,0,0,0,0
528366,2176,0,0,0,0,0,0
528367,2176,0,0,0,0,0,0
528368,2176,0,0,0,0,0,0
528369,2176,0,0,0,0,0,0
528370,2176,0,0,0,0,0,0
528371,2176,0,0,0,0,0,0
528372,2176,0,0,0,0,0,0
528373,2176,0,0,0,0,0,0
528374,2176,0,0,0,0,0,0
528375,2176,0,0,0,0,0,0
528376,2176,0,0,0,0,0,0
528377,2176,0,0,0,0,0,0
528378,2176,0,0,0,0,0,0
528379,2176,0,0,0,0,0,0
528380,2176,0,0,0,0,0,0
528381,2176,0,0,0,0,0,0
528382,2176,0,0,0,0,0,0
528383,2176,0,0,0,0,0,0
528384,2176,0,0,0,0,0,0
528385,2176,0,0,0,0,0,0
528386,2176,0,0,0,0,0,0
528387,2176,0,0,0,0,0,0
528388,2176,0,0,0,0,0,0
528389,2176,0,0,0,0,0,0
528390,2176,0,0,0,0,0,0
528391,2176,0,0,0,0,0,0
528392,2176,0,0,0,0,0,0
528393,2176,0,0,0,0,0,0
528394,2176,0,0,0,0,0,0
528395,2176,0,0,0,0,0,0
528396,2176,0,0,0,0,0,0
528397,2176,0,0,0,0,0,0
528398,2176,0,0,0,0,0,0
528399,2176,0,0,0,0,0,0
528400,2176,0,0,0,0,0,0
528401,2176,0,0,0,0,0,0
528402,2176,0,0,0,0,0,0
528403,2176,0,0,0,0,0,0
528404,2176,0,0,0,0,0,0
528405,2176,0,0,0,0,0,0
528406,2176,0,0,0,0,0,0
528407,2176,0,0,0,0,0,0
528408,2176,0,0,0,0,0,0
528409,2176,0,0,0,0,0,0
528410,2176,0,0,0,0,0,0
528411,2176,0,0,0,0,0,0
528412,2176,0,0,0,0,0,0
528413,2176,0,0,0,0,0,0
528414,2176,0,0,0,0,0,0
528415,2176,0,0,0,0,0,0
528416,2176,0,0,0,0,0,0
528417,2176,0,0,0,0,0,0
528418,2176,0,0,0,0,0,0
528419,2176,0,0,0,0,0,0
528420,2176,0,0,0,0,0,0
528421,2176,0,0,0,0,0,0
528422,2176,0,0,0,0,0,0
528423,2176,0,0,0,0,0,0
528424,2176,0,0,0,0,0,0
528425,2176,0,0,0,0,0,0
528426,2176,0,0,0,0,0,0
528427,2176,0,0,0,0,0,0
528428,2176,0,0,0,0,0,0
528429,2176,0,0,0,0,0,0
528430,2176,0,0,0,0,0,0
528431,2176,0,0,0,0,0,0
528432,2176,0,0,0,0,0,0
528433,2176,0,0,0,0,0,0
528434,2176,0,0,0,0,0,0
528435,2176,0,0,0,0,0,0
528436,2176,0,0,0,0,0,0
528437,2176,0,0,0,0,0,0
528438,2176,0,0,0,0,0,0
528439,2176,0,0,0,0,0,0
528440,2176,0,0,0,0,0,0
528441,2176,0,0,0,0,0,0
528442,2176,0,0,0,0,0,0
528443,2176,0,0,0,0,0,0
528444,2176,0,0,0,0,0,0
528445,2176,0,0,0,0,0,0
528446,2176,0,0,0,0,0,0
528447,2176,0,0,0,0,0,0
528448,2176,0,0,0,0,0,0
528449,2176,0,0,0,0,0,0
528450,2176,0,0,0,0,0,0
528451,2176,0,0,0,0,0,0
528452,2176,0,0,0,0,0,0
528453,2176,0,0,0,0,0,0
528454,2176,0,0,0,0,0,0
528455,2176,0,0,0,0,0,0
528456,2176,0,0,0,0,0,0
528457,2176,0,0,0,0,0,0
528458,2176,0,0,0,0,0,0
528459,2176,0,0,0,0,0,0
528460,2176,0,0,0,0,0,0
528461,2176,0,0,0,0,0,0
528462,2176,0,0,0,0,0,0
528463,2176,0,0,0,0,0,0
528464,2176,0,0,0,0,0,0
528465,2176,0,0,0,0,0,0
528466,2176,0,0,0,0,0,0
528467,2176,0,0,0,0,0,0
528468,2176,0,0,0,0,0,0
528469,2176,0,0,0,0,0,0
528470,2176,0,0,0,0,0,0
528471,2176,0,0,0,0,0,0
528472,2176,0,0,0,0,0,0
528473,2176,0,0,0,0,0,0
528474,2176,0,0,0,0,0,0
528475,2176,0,0,0,0,0,0
528476,2176,0,0,0,0,0,0
528477,2176,0,0,0,0,0,0
528478,2176,0,0,0,0,0,0
528479,2176,0,0,0,0,0,0
528480,2176,0,0,0,0,0,0
528481,2176,0,0,0,0,0,0
528482,2176,0,0,0,0,0,0
528483,2176,0,0,0,0,0,0
528484,2176,0,0,0,0,0,0
528485,2176,0,0,0,0,0,0
528486,2176,0,0,0,0,0,0
528487,2176,0,0,0,0,0,0
528488,2176,0,0,0,0,0,0
528489,2176,0,0,0,0,0,0
528490,2176,0,0,0,0,0,0
528491,2176,0,0,0,0,0,0
528492,2176,0,0,0,0,0,0
528493,2176,0,0,0,0,0,0
528494,2176,0,0,0,0,0,0
528495,2176,0,0,0,0,0,0
528496,2176,0,0,0,0,0,0
528497,2176,0,0,0,0,0,0
528498,2176,0,0,0,0,0,0
528499,2176,0,0,0,0,0,0
528500,2176,0,0,0,0,0,0
528501,2176,0,0,0,0,0,0
528502,2176,0,0,0,0,0,0
528503,2176,0,0,0,0,0,0
528504,2176,0,0,0,0,0,0
528505,2176,0,0,0,0,0,0
528506,2176,0,0,0,0,0,0
528507,2176,0,0,0,0,0,0
528508,2176,0,0,0,0,0,0
528509,2176,0,0,0,0,0,0
528510,2176,0,0,0,0,0,0
528511,2176,0,0,0,0,0,0
528512,2176,0,0,0,0,0,0
528513,2176,0,0,0,0,0,0
528514,2176,0,0,0,0,0,0
528515,2176,0,0,0,0,0,0
528516,2176,0,0,0,0,0,0
528517,2176,0,0,0,0,0,0
528518,2176,0,0,0,0,0,0
528519,2176,0,0,0,0,0,0
528520,2176,0,0,0,0,0,0
528521,2176,0,0,0,0,0,0
528522,2176,0,0,0,0,0,0
528523,2176,0,0,0,0,0,0
528524,2176,0,0,0,0,0,0
528525,2176,0,0,0,0,0,0
528526,2176,0,0,0,0,0,0
528527,2176,0,0,0,0,0,0
528528,2176,0,0,0,0,0,0
528529,2176,0,0,0,0,0,0
528530,2176,0,0,0,0,0,0
528531,2176,0,0,0,0,0,0
528532,2176,0,0,0,0,0,0
528533,2176,0,0,0,0,0,0
528534,2176,0,0,0,0,0,0
528535,2176,0,0,0,0,0,0
528536,2176,0,0,0,0,0,0
528537,2176,0,0,0,0,0,0
528538,2176,0,0,0,0,0,0
528539,2176,0,0,0,0,0,0
528540,2176,0,0,0,0,0,0
528541,2176,0,0,0,0,0,0
528542,2176,0,0,0,0,0,0
528543,2176,0,0,0,0,0,0
528544,2176,0,0,0,0,0,0
528545,2176,0,0,0,0,0,0
528546,2176,0,0,0,0,0,0
528547,2176,0,0,0,0,0,0
528548,2176,0,0,0,0,0,0
528549,2176,0,0,0,0,0,0
528550,2176,0,0,0,0,0,0
528551,2176,0,0,0,0,0,0
528552,2176,0,0,0,0,0,0
528553,2176,0,0,0,0,0,0
528554,2176,0,0,0,0,0,0
528555,2176,0,0,0,0,0,0
528556,2176,0,0,0,0,0,0
528557,2176,0,0,0,0,0,0
528558,2176,0,0,0,0,0,0
528559,2176,0,0,0,0,0,0
528560,2176,0,0,0,0,0,0
528561,2176,0,0,0,0,0,0
528562,2176,0,0,0,0,0,0
528563,2176,0,0,0,0,0,0
528564,2176,0,0,0,0,0,0
528565,2176,0,0,0,0,0,0
528566,2176,0,0,0,0,0,0
528567,2176,0,0,0,0,0,0
528568,2176,0,0,0,0,0,0
528569,2176,0,0,0,0,0,0
528570,2176,0,0,0,0,0,0
528571,2176,0,0,0,0,0,0
528572,2176,0,0,0,0,0,0
528573,2176,0,0,0,0,0,0
528574,2176,0,0,0,0,0,0
528575,2176,0,0,0,0,0,0
528576,2176,0,0,0,0,0,0
528577,2176,0,0,0,0,0,0
528578,2176,0,0,0,0,0,0
528579,2176,0,0,0,0,0,0
528580,2176,0,0,0,0,0,0
528581,2176,0,0,0,0,0,0
528582,2176,0,0,0,0,0,0
528583,2176,0,0,0,0,0,0
528584,2176,0,0,0,0,0,0
528585,2176,0,0,0,0,0,0
528586,2176,0,0,0,0,0,0
528587,2176,0,0,0,0,0,0
528588,2176,0,0,0,0,0,0
528589,2176,0,0,0,0,0,0
528590,2176,0,0,0,0,0,0
528591,2176,0,0,0,0,0,0
528592,2176,0,0,0,0,0,0
528593,2176,0,0,0,0,0,0
528594,2176,0,0,0,0,0,0
528595,2176,0,0,0,0,0,0
528596,2176,0,0,0,0,0,0
528597,2176,0,0,0,0,0,0
528598,2176,0,0,0,0,0,0
528599,2176,0,0,0,0,0,0
528600,2176,0,0,0,0,0,0
528601,2176,0,0,0,0,0,0
528602,2176,0,0,0,0,0,0
528603,2176,0,0,0,0,0,0
528604,2176,0,0,0,0,0,0
528605,2176,0,0,0,0,0,0
528606,2176,0,0,0,0,0,0
528607,2176,0,0,0,0,0,0
528608,2176,0,0,0,0,0,0
528609,2176,0,0,0,0,0,0
528610,2176,0,0,0,0,0,0
528611,2176,0,0,0,0,0,0
528612,2176,0,0,0,0,0,0
528613,2176,0,0,0,0,0,0
528614,2176,0,0,0,0,0,0
528615,2176,0,0,0,0,0,0
528616,2176,0,0,0,0,0,0
528617,2176,0,0,0,0,0,0
528618,2176,0,0,0,0,0,0
528619,2176,0,0,0,0,0,0
528620,2176,0,0,0,0,0,0
528621,2176,0,0,0,0,0,0
528622,2176,0,0,0,0,0,0
528623,2176,0,0,0,0,0,0
528624,2176,0,0,0,0,0,0
528625,2176,0,0,0,0,0,0
528626,2176,0,0,0,0,0,0
528627,2176,0,0,0,0,0,0
528628,2176,0,0,0,0,0,0
528629,2176,0,0,0,0,0,0
528630,2176,0,0,0,0,0,0
528631,2176,0,0,0,0,0,0
528632,2176,0,0,0,0,0,0
528633,2176,0,0,0,0,0,0
528634,2176,0,0,0,0,0,0
528635,2176,0,0,0,0,0,0
528636,2176,0,0,0,0,0,0
528637,2176,0,0,0,0,0,0
528638,2176,0,0,0,0,0,0
528639,2176,0,0,0,0,0,0
528640,2176,0,0,0,0,0,0
528641,2176,0,0,0,0,0,0
528642,2176,0,0,0,0,0,0
528643,2176,0,0,0,0,0,0
528644,2176,0,0,0,0,0,0
528645,2176,0,0,0,0,0,0
528646,2176,0,0,0,0,0,0
528647,2176,0,0,0,0,0,0
528648,2176,0,0,0,0,0,0
528649,2176,0,0,0,0,0,0
528650,2176,0,0,0,0,0,0
528651,2176,0,0,0,0,0,0
528652,2176,0,0,0,0,0,0
528653,2176,0,0,0,0,0,0
528654,2176,0,0,0,0,0,0
528655,2176,0,0,0,0,0,0
528656,2176,0,0,0,0,0,0
528657,2176,0,0,0,0,0,0
528658,2176,0,0,0,0,0,0
528659,2176,0,0,0,0,0,0
528660,2176,0,0,0,0,0,0
528661,2176,0,0,0,0,0,0
528662,2176,0,0,0,0,0,0
528663,2176,0,0,0,0,0,0
528664,2176,0,0,0,0,0,0
528665,2176,0,0,0,0,0,0
528666,2176,0,0,0,0,0,0
528667,2176,0,0,0,0,0,0
528668,2176,0,0,0,0,0,0
528669,2176,0,0,0,0,0,0
528670,2176,0,0,0,0,0,0
528671,2176,0,0,0,0,0,0
528672,2176,0,0,0,0,0,0
528673,2176,0,0,0,0,0,0
528674,2176,0,0,0,0,0,0
528675,2176,0,0,0,0,0,0
528676,2176,0,0,0,0,0,0
528677,2176,0,0,0,0,0,0
528678,2176,0,0,0,0,0,0
528679,2176,0,0,0,0,0,0
528680,2176,0,0,0,0,0,0
528681,2176,0,0,0,0,0,0
528682,2176,0,0,0,0,0,0
528683,2176,0,0,0,0,0,0
528684,2176,0,0,0,0,0,0
528685,2176,0,0,0,0,0,0
528686,2176,0,0,0,0,0,0
528687,2176,0,0,0,0,0,0
528688,2176,0,0,0,0,0,0
528689,2176,0,0,0,0,0,0
528690,2176,0,0,0,0,0,0
528691,2176,0,0,0,0,0,0
528692,2176,0,0,0,0,0,0
528693,2176,0,0,0,0,0,0
528694,2176,0,0,0,0,0,0
