pfn,n_read,n_write
527348,2048,128
527349,2048,128
527350,2048,128
527351,2048,128
527352,2048,128
527353,2048,128
527354,2048,128
527355,2048,128
527356,2048,128
527357,2048,128
527358,2048,128
527359,2048,128
527360,2048,128
527361,2048,128
527362,2048,128
527363,2048,128
527364,2048,128
527365,2048,128
527366,2048,128
527367,2048,128
527368,2048,128
527369,2048,128
527370,2048,128
527371,2048,128
527372,2048,128
527373,2048,128
527374,2048,128
527375,2048,128
527376,2048,128
527377,2048,128
527378,2048,128
527379,2048,128
527380,2048,128
527381,2048,128
527382,2048,128
527383,2048,128
527384,2048,128
527385,2048,128
527386,2048,128
527387,2048,128
527388,2048,128
527389,2048,128
527390,2048,128
527391,2048,128
527392,2048,128
527393,2048,128
527394,2048,128
527395,2048,128
527396,2048,128
527397,2048,128
527398,2048,128
527399,2048,128
527400,2048,128
527401,2048,128
527402,2048,128
527403,2048,128
527404,2048,128
527405,2048,128
527406,2048,128
527407,2048,128
527408,2048,128
527409,2048,128
527410,2048,128
527411,2048,128
527412,2048,128
527413,2048,128
527414,2048,128
527415,2048,128
527416,2048,128
527417,2048,128
527418,2048,128
527419,2048,128
527420,2048,128
527421,2048,128
527422,2048,128
527423,2048,128
527424,2048,128
527425,2048,128
527426,2048,128
527427,2048,128
527428,2048,128
527429,2048,128
527430,2048,128
527431,2048,128
527432,2048,128
527433,2048,128
527434,2048,128
527435,2048,128
527436,2048,128
527437,2048,128
527438,2048,128
527439,2048,128
527440,2048,128
527441,2048,128
527442,2048,128
527443,2048,128
527444,2048,128
527445,2048,128
527446,2048,128
527447,2048,128
527448,2048,128
527449,2048,128
527450,2048,128
527451,2048,128
527452,2048,128
527453,2048,128
527454,2048,128
527455,2048,128
527456,2048,128
527457,2048,128
527458,2048,128
527459,2048,128
527460,2048,128
527461,2048,128
527462,2048,128
527463,2048,128
527464,2048,128
527465,2048,128
527466,2048,128
527467,2048,128
527468,2048,128
527469,2048,128
527470,2048,128
527471,2048,128
527472,2048,128
527473,2048,128
527474,2048,128
527475,2048,128
527476,2048,128
527477,2048,128
527478,2048,128
527479,2048,128
527480,2048,128
527481,2048,128
527482,2048,128
527483,2048,128
527484,2048,128
527485,2048,128
527486,2048,128
527487,2048,128
527488,2048,128
527489,2048,128
527490,2048,128
527491,2048,128
527492,2048,128
527493,2048,128
527494,2048,128
527495,2048,128
527496,2048,128
527497,2048,128
527498,2048,128
527499,2048,128
527500,2048,128
527501,2048,128
527502,2048,128
527503,2048,128
527504,2048,128
527505,2048,128
527506,2048,128
527507,2048,128
527508,2048,128
527509,2048,128
527510,2048,128
527511,2048,128
527512,2048,128
527513,2048,128
527514,2048,128
527515,2048,128
527516,2048,128
527517,2048,128
527518,2048,128
527519,2048,128
527520,2048,128
527521,2048,128
527522,2048,128
527523,2048,128
527524,2048,128
527525,2048,128
527526,2048,128
527527,2048,128
527528,2048,128
527529,2048,128
527530,2048,128
527531,2048,128
527532,2048,128
527533,2048,128
527534,2048,128
527535,2048,128
527536,2048,128
527537,2048,128
527538,2048,128
527539,2048,128
527540,2048,128
527541,2048,128
527542,2048,128
527543,2048,128
527544,2048,128
527545,2048,128
527546,2048,128
527547,2048,128
527548,2048,128
527549,2048,128
527550,2048,128
527551,2048,128
527552,2048,128
527553,2048,128
527554,2048,128
527555,2048,128
527556,2048,128
527557,2048,128
527558,2048,128
527559,2048,128
527560,2048,128
527561,2048,128
527562,2048,128
527563,2048,128
527564,2048,128
527565,2048,128
527566,2048,128
527567,2048,128
527568,2048,128
527569,2048,128
527570,2048,128
527571,2048,128
527572,2048,128
527573,2048,128
527574,2048,128
527575,2048,128
527576,2048,128
527577,2048,128
527578,2048,128
527579,2048,128
527580,2048,128
527581,2048,128
527582,2048,128
527583,2048,128
527584,2048,128
527585,2048,128
527586,2048,128
527587,2048,128
527588,2048,128
527589,2048,128
527590,2048,128
527591,2048,128
527592,2048,128
527593,2048,128
527594,2048,128
527595,2048,128
527596,2048,128
527597,2048,128
527598,2048,128
527599,2048,128
527600,2048,128
527601,2048,128
527602,2048,128
527603,2048,128
527604,2048,128
527605,2048,128
527606,2048,128
527607,2048,128
527608,2048,128
527609,2048,128
527610,2048,128
527611,2048,128
527612,2048,128
527613,2048,128
527614,2048,128
527615,2048,128
527616,2048,128
527617,2048,128
527618,2048,128
527619,2048,128
527620,2048,128
527621,2048,128
527622,2048,128
527623,2048,128
527624,2048,128
527625,2048,128
527626,2048,128
527627,2048,128
527628,2048,128
527629,2048,128
527630,2048,128
527631,2048,128
527632,2048,128
527633,2048,128
527634,2048,128
527635,2048,128
527636,2048,128
527637,2048,128
527638,2048,128
527639,2048,128
527640,2048,128
527641,2048,128
527642,2048,128
527643,2048,128
527644,2048,128
527645,2048,128
527646,2048,128
527647,2048,128
527648,2048,128
527649,2048,128
527650,2048,128
527651,2048,128
527652,2048,128
527653,2048,128
527654,2048,128
527655,2048,128
527656,2048,128
527657,2048,128
527658,2048,128
527659,2048,128
527660,2048,128
527661,2048,128
527662,2048,128
527663,2048,128
527664,2048,128
527665,2048,128
527666,2048,128
527667,2048,128
527668,2048,128
527669,2048,128
527670,2048,128
527671,2048,128
527672,2048,128
527673,2048,128
527674,2048,128
527675,2048,128
527676,2048,128
527677,2048,128
527678,2048,128
527679,2048,128
527680,2048,128
527681,2048,128
527682,2048,128
527683,2048,128
527684,2048,128
527685,2048,128
527686,2048,128
527687,2048,128
527688,2048,128
527689,2048,128
527690,2048,128
527691,2048,128
527692,2048,128
527693,2048,128
527694,2048,128
527695,2048,128
527696,2048,128
527697,2048,128
527698,2048,128
527699,2048,128
527700,2048,128
527701,2048,128
527702,2048,128
527703,2048,128
527704,2048,128
527705,2048,128
527706,2048,128
527707,2048,128
527708,2048,128
527709,2048,128
527710,2048,128
527711,2048,128
527712,2048,128
527713,2048,128
527714,2048,128
527715,2048,128
527716,2048,128
527717,2048,128
527718,2048,128
527719,2048,128
527720,2048,128
527721,2048,128
527722,2048,128
527723,2048,128
527724,2048,128
527725,2048,128
527726,2048,128
527727,2048,128
527728,2048,128
527729,2048,128
527730,2048,128
527731,2048,128
527732,2048,128
527733,2048,128
527734,2048,128
527735,2048,128
527736,2048,128
527737,2048,128
527738,2048,128
527739,2048,128
527740,2048,128
527741,2048,128
527742,2048,128
527743,2048,128
527744,2048,128
527745,2048,128
527746,2048,128
527747,2048,128
527748,2048,128
527749,2048,128
527750,2048,128
527751,2048,128
527752,2048,128
527753,2048,128
527754,2048,128
527755,2048,128
527756,2048,128
527757,2048,128
527758,2048,128
527759,2048,128
527760,2048,128
527761,2048,128
527762,2048,128
527763,2048,128
527764,2048,128
527765,2048,128
527766,2048,128
527767,2048,128
527768,2048,128
527769,2048,128
527770,2048,128
527771,2048,128
527772,2048,128
527773,2048,128
527774,2048,128
527775,2048,128
527776,2048,128
527777,2048,128
527778,2048,128
527779,2048,128
527780,2048,128
527781,2048,128
527782,2048,128
527783,2048,128
527784,2048,128
527785,2048,128
527786,2048,128
527787,2048,128
527788,2048,128
527789,2048,128
527790,2048,128
527791,2048,128
527792,2048,128
527793,2048,128
527794,2048,128
527795,2048,128
527796,2048,128
527797,2048,128
527798,2048,128
527799,2048,128
527800,2048,128
527801,2048,128
527802,2048,128
527803,2048,128
527804,2048,128
527805,2048,128
527806,2048,128
527807,2048,128
527808,2048,128
527809,2048,128
527810,2048,128
527811,2048,128
527812,2048,128
527813,2048,128
527814,2048,128
527815,2048,128
527816,2048,128
527817,2048,128
527818,2048,128
527819,2048,128
527820,2048,128
527821,2048,128
527822,2048,128
527823,2048,128
527824,2048,128
527825,2048,128
527826,2048,128
527827,2048,128
527828,2048,128
527829,2048,128
527830,2048,128
527831,2048,128
527832,2048,128
527833,2048,128
527834,2048,128
527835,2048,128
527836,2048,128
527837,2048,128
527838,2048,128
527839,2048,128
527840,2048,128
527841,2048,128
527842,2048,128
527843,2048,128
527844,2048,128
527845,2048,128
527846,2048,128
527847,2048,128
527848,2048,128
527849,2048,128
527850,2048,128
527851,2048,128
527852,2048,128
527853,2048,128
527854,2048,128
527855,2048,128
527856,2048,128
527857,2048,128
527858,2048,128
527859,2048,128
527860,2048,128
527861,2048,128
527862,2048,128
527863,2048,128
527864,2048,128
527865,2048,128
527866,2048,128
527867,2048,128
527868,2048,128
527869,2048,128
527870,2048,128
527871,2048,128
527872,2048,128
527873,2048,128
527874,2048,128
527875,2048,128
527876,2048,128
527877,2048,128
527878,2048,128
527879,2048,128
527880,2048,128
527881,2048,128
527882,2048,128
527883,2048,128
527884,2048,128
527885,2048,128
527886,2048,128
527887,2048,128
527888,2048,128
527889,2048,128
527890,2048,128
527891,2048,128
527892,2048,128
527893,2048,128
527894,2048,128
527895,2048,128
527896,2048,128
527897,2048,128
527898,2048,128
527899,2048,128
527900,2048,128
527901,2048,128
527902,2048,128
527903,2048,128
527904,2048,128
527905,2048,128
527906,2048,128
527907,2048,128
527908,2048,128
527909,2048,128
527910,2048,128
527911,2048,128
527912,2048,128
527913,2048,128
527914,2048,128
527915,2048,128
527916,2048,128
527917,2048,128
527918,2048,128
527919,2048,128
527920,2048,128
527921,2048,128
527922,2048,128
527923,2048,128
527924,2048,128
527925,2048,128
527926,2048,128
527927,2048,128
527928,2048,128
527929,2048,128
527930,2048,128
527931,2048,128
527932,2048,128
527933,2048,128
527934,2048,128
527935,2048,128
527936,2048,128
527937,2048,128
527938,2048,128
527939,2048,128
527940,2048,128
527941,2048,128
527942,2048,128
527943,2048,128
527944,2048,128
527945,2048,128
527946,2048,128
527947,2048,128
527948,2048,128
527949,2048,128
527950,2048,128
527951,2048,128
527952,2048,128
527953,2048,128
527954,2048,128
527955,2048,128
527956,2048,128
527957,2048,128
527958,2048,128
527959,2048,128
527960,2048,128
527961,2048,128
527962,2048,128
527963,2048,128
527964,2048,128
527965,2048,128
527966,2048,128
527967,2048,128
527968,2048,128
527969,2048,128
527970,2048,128
527971,2048,128
527972,2048,128
527973,2048,128
527974,2048,128
527975,2048,128
527976,2048,128
527977,2048,128
527978,2048,128
527979,2048,128
527980,2048,128
527981,2048,128
527982,2048,128
527983,2048,128
527984,2048,128
527985,2048,128
527986,2048,128
527987,2048,128
527988,2048,128
527989,2048,128
527990,2048,128
527991,2048,128
527992,2048,128
527993,2048,128
527994,2048,128
527995,2048,128
527996,2048,128
527997,2048,128
527998,2048,128
527999,2048,128
528000,2048,128
528001,2048,128
528002,2048,128
528003,2048,128
528004,2048,128
528005,2048,128
528006,2048,128
528007,2048,128
528008,2048,128
528009,2048,128
528010,2048,128
528011,2048,128
528012,2048,128
528013,2048,128
528014,2048,128
528015,2048,128
528016,2048,128
528017,2048,128
528018,2048,128
528019,2048,128
528020,2048,128
528021,2048,128
528022,2048,128
528023,2048,128
528024,2048,128
528025,2048,128
528026,2048,128
528027,2048,128
528028,2048,128
528029,2048,128
528030,2048,128
528031,2048,128
528032,2048,128
528033,2048,128
528034,2048,128
528035,2048,128
528036,2048,128
528037,2048,128
528038,2048,128
528039,2048,128
528040,2048,128
528041,2048,128
528042,2048,128
528043,2048,128
528044,2048,128
528045,2048,128
528046,2048,128
528047,2048,128
528048,2048,128
528049,2048,128
528050,2048,128
528051,2048,128
528052,2048,128
528053,2048,128
528054,2048,128
528055,2048,128
528056,2048,128
528057,2048,128
528058,2048,128
528059,2048,128
528060,2048,128
528061,2048,128
528062,2048,128
528063,2048,128
528064,2048,128
528065,2048,128
528066,2048,128
528067,2048,128
528068,2048,128
528069,2048,128
528070,2048,128
528071,2048,128
528072,2048,128
528073,2048,128
528074,2048,128
528075,2048,128
528076,2048,128
528077,2048,128
528078,2048,128
528079,2048,128
528080,2048,128
528081,2048,128
528082,2048,128
528083,2048,128
528084,2048,128
528085,2048,128
528086,2048,128
528087,2048,128
528088,2048,128
528089,2048,128
528090,2048,128
528091,2048,128
528092,2048,128
528093,2048,128
528094,2048,128
528095,2048,128
528096,2048,128
528097,2048,128
528098,2048,128
528099,2048,128
528100,2048,128
528101,2048,128
528102,2048,128
528103,2048,128
528104,2048,128
528105,2048,128
528106,2048,128
528107,2048,128
528108,2048,128
528109,2048,128
528110,2048,128
528111,2048,128
528112,2048,128
528113,2048,128
528114,2048,128
528115,2048,128
528116,2048,128
528117,2048,128
528118,2048,128
528119,2048,128
528120,2048,128
528121,2048,128
528122,2048,128
528123,2048,128
528124,2048,128
528125,2048,128
528126,2048,128
528127,2048,128
528128,2048,128
528129,2048,128
528130,2048,128
528131,2048,128
528132,2048,128
528133,2048,128
528134,2048,128
528135,2048,128
528136,2048,128
528137,2048,128
528138,2048,128
528139,2048,128
528140,2048,128
528141,2048,128
528142,2048,128
528143,2048,128
528144,2048,128
528145,2048,128
528146,2048,128
528147,2048,128
528148,2048,128
528149,2048,128
528150,2048,128
528151,2048,128
528152,2048,128
528153,2048,128
528154,2048,128
528155,2048,128
528156,2048,128
528157,2048,128
528158,2048,128
528159,2048,128
528160,2048,128
528161,2048,128
528162,2048,128
528163,2048,128
528164,2048,128
528165,2048,128
528166,2048,128
528167,2048,128
528168,2048,128
528169,2048,128
528170,2048,128
528171,2048,128
528172,2048,128
528173,2048,128
528174,2048,128
528175,2048,128
528176,2048,128
528177,2048,128
528178,2048,128
528179,2048,128
528180,2048,128
528181,2048,128
528182,2048,128
528183,2048,128
528184,2048,128
528185,2048,128
528186,2048,128
528187,2048,128
528188,2048,128
528189,2048,128
528190,2048,128
528191,2048,128
528192,2048,128
528193,2048,128
528194,2048,128
528195,2048,128
528196,2048,128
528197,2048,128
528198,2048,128
528199,2048,128
528200,2048,128
528201,2048,128
528202,2048,128
528203,2048,128
528204,2048,128
528205,2048,128
528206,2048,128
528207,2048,128
528208,2048,128
528209,2048,128
528210,2048,128
528211,2048,128
528212,2048,128
528213,2048,128
528214,2048,128
528215,2048,128
528216,2048,128
528217,2048,128
528218,2048,128
528219,2048,128
528220,2048,128
528221,2048,128
528222,2048,128
528223,2048,128
528224,2048,128
528225,2048,128
528226,2048,128
528227,2048,128
528228,2048,128
528229,2048,128
528230,2048,128
528231,2048,128
528232,2048,128
528233,2048,128
528234,2048,128
528235,2048,128
528236,2048,128
528237,2048,128
528238,2048,128
528239,2048,128
528240,2048,128
528241,2048,128
528242,2048,128
528243,2048,128
528244,2048,128
528245,2048,128
528246,2048,128
528247,2048,128
528248,2048,128
528249,2048,128
528250,2048,128
528251,2048,128
528252,2048,128
528253,2048,128
528254,2048,128
528255,2048,128
528256,2048,128
528257,2048,128
528258,2048,128
528259,2048,128
528260,2048,128
528261,2048,128
528262,2048,128
528263,2048,128
528264,2048,128
528265,2048,128
528266,2048,128
528267,2048,128
528268,2048,128
528269,2048,128
528270,2048,128
528271,2048,128
528272,2048,128
528273,2048,128
528274,2048,128
528275,2048,128
528276,2048,128
528277,2048,128
528278,2048,128
528279,2048,128
528280,2048,128
528281,2048,128
528282,2048,128
528283,2048,128
528284,2048,128
528285,2048,128
528286,2048,128
528287,2048,128
528288,2048,128
528289,2048,128
528290,2048,128
528291,2048,128
528292,2048,128
528293,2048,128
528294,2048,128
528295,2048,128
528296,2048,128
528297,2048,128
528298,2048,128
528299,2048,128
528300,2048,128
528301,2048,128
528302,2048,128
528303,2048,128
528304,2048,128
528305,2048,128
528306,2048,128
528307,2048,128
528308,2048,128
528309,2048,128
528310,2048,128
528311,2048,128
528312,2048,128
528313,2048,128
528314,2048,128
528315,2048,128
528316,2048,128
528317,2048,128
528318,2048,128
528319,2048,128
528320,2048,128
528321,2048,128
528322,2048,128
528323,2048,128
528324,2048,128
528325,2048,128
528326,2048,128
528327,2048,128
528328,2048,128
528329,2048,128
528330,2048,128
528331,2048,128
528332,2048,128
528333,2048,128
528334,2048,128
528335,2048,128
528336,2048,128
528337,2048,128
528338,2048,128
528339,2048,128
528340,2048,128
528341,2048,128
528342,2048,128
528343,2048,128
528344,2048,128
528345,2048,128
528346,2048,128
528347,2048,128
528348,2048,128
528349,2048,128
528350,2048,128
528351,2048,128
528352,2048,128
528353,2048,128
528354,2048,128
528355,2048,128
528356,2048,128
528357,2048,128
528358,2048,128
528359,2048,128
528360,2048,128
528361,2048,128
528362,2048,128
528363,2048,128
528364,2048,128
528365,2048,128
528366,2048,128
528367,2048,128
528368,2048,128
528369,2048,128
528370,2048,128
528371,2048,128
528372,2048,128
528373,2048,128
528374,2048,128
528375,2048,128
528376,2048,128
528377,2048,128
528378,2048,128
528379,2048,128
528380,2048,128
528381,2048,128
528382,2048,128
528383,2048,128
528384,2048,128
528385,2048,128
528386,2048,128
528387,2048,128
528388,2048,128
528389,2048,128
528390,2048,128
528391,2048,128
528392,2048,128
528393,2048,128
528394,2048,128
528395,2048,128
528396,2048,128
528397,2048,128
528398,2048,128
528399,2048,128
528400,2048,128
528401,2048,128
528402,2048,128
528403,2048,128
528404,2048,128
528405,2048,128
528406,2048,128
528407,2048,128
528408,2048,128
528409,2048,128
528410,2048,128
528411,2048,128
528412,2048,128
528413,2048,128
528414,2048,128
528415,2048,128
528416,2048,128
528417,2048,128
528418,2048,128
528419,2048,128
528420,2048,128
528421,2048,128
528422,2048,128
528423,2048,128
528424,2048,128
528425,2048,128
528426,2048,128
528427,2048,128
528428,2048,128
528429,2048,128
528430,2048,128
528431,2048,128
528432,2048,128
528433,2048,128
528434,2048,128
528435,2048,128
528436,2048,128
528437,2048,128
528438,2048,128
528439,2048,128
528440,2048,128
528441,2048,128
528442,2048,128
528443,2048,128
528444,2048,128
528445,2048,128
528446,2048,128
528447,2048,128
528448,2048,128
528449,2048,128
528450,2048,128
528451,2048,128
528452,2048,128
528453,2048,128
528454,2048,128
528455,2048,128
528456,2048,128
528457,2048,128
528458,2048,128
528459,2048,128
528460,2048,128
528461,2048,128
528462,2048,128
528463,2048,128
528464,2048,128
528465,2048,128
528466,2048,128
528467,2048,128
528468,2048,128
528469,2048,128
528470,2048,128
528471,2048,128
528472,2048,128
528473,2048,128
528474,2048,128
528475,2048,128
528476,2048,128
528477,2048,128
528478,2048,128
528479,2048,128
528480,2048,128
528481,2048,128
528482,2048,128
528483,2048,128
528484,2048,128
528485,2048,128
528486,2048,128
528487,2048,128
528488,2048,128
528489,2048,128
528490,2048,128
528491,2048,128
528492,2048,128
528493,2048,128
528494,2048,128
528495,2048,128
528496,2048,128
528497,2048,128
528498,2048,128
528499,2048,128
528500,2048,128
528501,2048,128
528502,2048,128
528503,2048,128
528504,2048,128
528505,2048,128
528506,2048,128
528507,2048,128
528508,2048,128
528509,2048,128
528510,2048,128
528511,2048,128
528512,2048,128
528513,2048,128
528514,2048,128
528515,2048,128
528516,2048,128
528517,2048,128
528518,2048,128
528519,2048,128
528520,2048,128
528521,2048,128
528522,2048,128
528523,2048,128
528524,2048,128
528525,2048,128
528526,2048,128
528527,2048,128
528528,2048,128
528529,2048,128
528530,2048,128
528531,2048,128
528532,2048,128
528533,2048,128
528534,2048,128
528535,2048,128
528536,2048,128
528537,2048,128
528538,2048,128
528539,2048,128
528540,2048,128
528541,2048,128
528542,2048,128
528543,2048,128
528544,2048,128
528545,2048,128
528546,2048,128
528547,2048,128
528548,2048,128
528549,2048,128
528550,2048,128
528551,2048,128
528552,2048,128
528553,2048,128
528554,2048,128
528555,2048,128
528556,2048,128
528557,2048,128
528558,2048,128
528559,2048,128
528560,2048,128
528561,2048,128
528562,2048,128
528563,2048,128
528564,2048,128
528565,2048,128
528566,2048,128
528567,2048,128
528568,2048,128
528569,2048,128
528570,2048,128
528571,2048,128
528572,2048,128
528573,2048,128
528574,2048,128
528575,2048,128
528576,2048,128
528577,2048,128
528578,2048,128
528579,2048,128
528580,2048,128
528581,2048,128
528582,2048,128
528583,2048,128
528584,2048,128
528585,2048,128
528586,2048,128
528587,2048,128
528588,2048,128
528589,2048,128
528590,2048,128
528591,2048,128
528592,2048,128
528593,2048,128
528594,2048,128
528595,2048,128
528596,2048,128
528597,2048,128
528598,2048,128
528599,2048,128
528600,2048,128
528601,2048,128
528602,2048,128
528603,2048,128
528604,2048,128
528605,2048,128
528606,2048,128
528607,2048,128
528608,2048,128
528609,2048,128
528610,2048,128
528611,2048,128
528612,2048,128
528613,2048,128
528614,2048,128
528615,2048,128
528616,2048,128
528617,2048,128
528618,2048,128
528619,2048,128
528620,2048,128
528621,2048,128
528622,2048,128
528623,2048,128
528624,2048,128
528625,2048,128
528626,2048,128
528627,2048,128
528628,2048,128
528629,2048,128
528630,2048,128
528631,2048,128
528632,2048,128
528633,2048,128
528634,2048,128
528635,2048,128
528636,2048,128
528637,2048,128
528638,2048,128
528639,2048,128
528640,2048,128
528641,2048,128
528642,2048,128
528643,2048,128
528644,2048,128
528645,2048,128
528646,2048,128
528647,2048,128
528648,2048,128
528649,2048,128
528650,2048,128
528651,2048,128
528652,2048,128
528653,2048,128
528654,2048,128
528655,2048,128
528656,2048,128
528657,2048,128
528658,2048,128
528659,2048,128
528660,2048,128
528661,2048,128
528662,2048,128
528663,2048,128
528664,2048,128
528665,2048,128
528666,2048,128
528667,2048,128
528668,2048,128
528669,2048,128
528670,2048,128
528671,2048,128
528672,2048,128
528673,2048,128
528674,2048,128
528675,2048,128
528676,2048,128
528677,2048,128
528678,2048,128
528679,2048,128
528680,2048,128
528681,2048,128
528682,2048,128
528683,2048,128
528684,2048,128
528685,2048,128
528686,2048,128
528687,2048,128
528688,2048,128
528689,2048,128
528690,2048,128
528691,2048,128
528692,2048,128
528693,2048,128
528694,2048,128
528695,2048,128
528696,2048,128
528697,2048,128
528698,2048,128
528699,2048,128
528700,2048,128
528701,2048,128
528702,2048,128
528703,2048,128
528704,2048,128
528705,2048,128
528706,2048,128
528707,2048,128
528708,2048,128
528709,2048,128
528710,2048,128
528711,2048,128
528712,2048,128
528713,2048,128
528714,2048,128
528715,2048,128
528716,2048,128
528717,2048,128
528718,2048,128
528719,2048,128
528720,2048,128
528721,2048,128
528722,2048,128
528723,2048,128
528724,2048,128
528725,2048,128
528726,2048,128
528727,2048,128
528728,2048,128
528729,2048,128
528730,2048,128
528731,2048,128
528732,2048,128
528733,2048,128
528734,2048,128
528735,2048,128
528736,2048,128
528737,2048,128
528738,2048,128
528739,2048,128
528740,2048,128
528741,2048,128
528742,2048,128
528743,2048,128
528744,2048,128
528745,2048,128
528746,2048,128
528747,2048,128
528748,2048,128
528749,2048,128
528750,2048,128
528751,2048,128
528752,2048,128
528753,2048,128
528754,2048,128
528755,2048,128
528756,2048,128
528757,2048,128
528758,2048,128
528759,2048,128
528760,2048,128
528761,2048,128
528762,2048,128
528763,2048,128
528764,2048,128
528765,2048,128
528766,2048,128
528767,2048,128
528768,2048,128
528769,2048,128
528770,2048,128
528771,2048,128
528772,2048,128
528773,2048,128
528774,2048,128
528775,2048,128
528776,2048,128
528777,2048,128
528778,2048,128
528779,2048,128
528780,2048,128
528781,2048,128
528782,2048,128
528783,2048,128
528784,2048,128
528785,2048,128
528786,2048,128
528787,2048,128
528788,2054,124
528789,2054,124
528790,2176,128
528791,2176,128
528792,2176,128
528793,2176,128
528794,2176,128
528795,2176,128
528796,2176,128
528797,2176,128
528798,2176,128
528799,2176,128
528800,2176,128
528801,2176,128
528802,2176,128
528803,2176,128
528804,2176,128
528805,2176,128
528806,2176,128
528807,2176,128
528808,2176,128
528809,2176,128
528810,2176,128
528811,2176,128
528812,2176,128
528813,2176,128
528814,2176,128
528815,2176,128
528816,2176,128
528817,2176,128
528818,2176,128
528819,2176,128
528820,2176,128
528821,2176,128
528822,2176,128
528823,2176,128
528824,2176,128
528825,2176,128
528826,2176,128
528827,2176,128
528828,2176,128
528829,2176,128
528830,2176,128
528831,2176,128
528832,2176,128
528833,2176,128
528834,2176,128
528835,2176,128
528836,2176,128
528837,2176,128
528838,2176,128
528839,2176,128
528840,2176,128
528841,2176,128
528842,2176,128
528843,2176,128
528844,2176,128
528845,2176,128
528846,2176,128
528847,2176,128
528848,2176,128
528849,2176,128
528850,2176,128
528851,2176,128
528852,2176,128
528853,2176,128
528854,2176,128
528855,2176,128
528856,2176,128
528857,2176,128
528858,2176,128
528859,2176,128
528860,2176,128
528861,2176,128
528862,2176,128
528863,2176,128
528864,2176,128
528865,2176,128
528866,2176,128
528867,2176,128
528868,2176,128
528869,2176,128
528870,2176,128
528871,2176,128
528872,2176,128
528873,2176,128
528874,2176,128
528875,2176,128
528876,2176,128
528877,2176,128
528878,2176,128
528879,2176,128
528880,2176,128
528881,2176,128
528882,2176,128
528883,2176,128
528884,2176,128
528885,2176,128
528886,2176,128
528887,2176,128
528888,2176,128
528889,2176,128
528890,2176,128
528891,2176,128
528892,2176,128
528893,2176,128
528894,2176,128
528895,2176,128
528896,2176,128
528897,2176,128
528898,2176,128
528899,2176,128
528900,2176,128
528901,2176,128
528902,2176,128
528903,2176,128
528904,2176,128
528905,2176,128
528906,2176,128
528907,2176,128
528908,2176,128
528909,2176,128
528910,2176,128
528911,2080,128
528912,2048,128
528913,2048,128
528914,2048,128
528915,2048,128
528916,2048,128
528917,2048,128
528918,2048,128
528919,2048,128
528920,2048,128
528921,2048,128
528922,2048,128
528923,2048,128
528924,2048,128
528925,2048,128
528926,2048,128
528927,2048,128
528928,2048,128
528929,2048,128
528930,2048,128
528931,2048,128
528932,2048,128
528933,2048,128
528934,2048,128
528935,2048,128
528936,2048,128
528937,2048,128
528938,2048,128
528939,2048,128
528940,2048,128
528941,2048,128
528942,2048,128
528943,2048,128
528944,2048,128
528945,2048,128
528946,2048,128
528947,2048,128
528948,2048,128
528949,2048,128
528950,2048,128
528951,2048,128
528952,2048,128
528953,2048,128
528954,2048,128
528955,2048,128
528956,2048,128
528957,2048,128
528958,2048,128
528959,2048,128
528960,2048,128
528961,2048,128
528962,2048,128
528963,2048,128
528964,2048,128
528965,2048,128
528966,2048,128
528967,2048,128
528968,2048,128
528969,2048,128
528970,2048,128
528971,2048,128
528972,2048,128
528973,2048,128
528974,2048,128
528975,2048,128
528976,2048,128
528977,2048,128
528978,2048,128
528979,2048,128
528980,2048,128
528981,2048,128
528982,2048,128
528983,2048,128
528984,2048,128
528985,2048,128
528986,2048,128
528987,2048,128
528988,2048,128
528989,2048,128
528990,2048,128
528991,2048,128
528992,2048,128
528993,2048,128
528994,2048,128
528995,2048,128
528996,2048,128
528997,2048,128
528998,2048,128
528999,2048,128
529000,2048,128
529001,2048,128
529002,2048,128
529003,2048,128
529004,2048,128
529005,2048,128
529006,2048,128
529007,2048,128
529008,2048,128
529009,2048,128
529010,2048,128
529011,2048,128
529012,2048,128
529013,2048,128
529014,2048,128
529015,2048,128
529016,2048,128
529017,2048,128
529018,2048,128
529019,2048,128
529020,2048,128
529021,2048,128
529022,2048,128
529023,2048,128
529024,2048,128
529025,2048,128
529026,2048,128
529027,2048,128
529028,2048,128
529029,2048,128
529030,2048,128
529031,2048,128
529032,2080,128
529033,2176,128
529034,2176,128
529035,2176,128
529036,2176,128
529037,2176,128
529038,2176,128
529039,2176,128
529040,2176,128
529041,2176,128
529042,2176,128
529043,2176,128
529044,2176,128
529045,2176,128
529046,2176,128
529047,2176,128
529048,2176,128
529049,2176,128
529050,2176,128
529051,2176,128
529052,2176,128
529053,2176,128
529054,2176,128
529055,2176,128
529056,2176,128
529057,2176,128
529058,2176,128
529059,2176,128
529060,2176,128
529061,2176,128
529062,2176,128
529063,2176,128
529064,2176,128
529065,2176,128
529066,2176,128
529067,2176,128
529068,2176,128
529069,2176,128
529070,2176,128
529071,2176,128
529072,2176,128
529073,2176,128
529074,2176,128
529075,2176,128
529076,2176,128
529077,2176,128
529078,2176,128
529079,2176,128
529080,2176,128
529081,2176,128
529082,2176,128
529083,2176,128
529084,2176,128
529085,2176,128
529086,2176,128
529087,2176,128
529088,2176,128
529089,2176,128
529090,2176,128
529091,2176,128
529092,2176,128
529093,2176,128
529094,2176,128
529095,2176,128
